gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,csho,epsfx,ni,costat
10903,12/31/17,2017,FS,C,D,STD,UNH,91324P102,UNITEDHEALTH GROUP INC,USD,,,,A
10903,12/31/17,2017,INDL,C,D,STD,UNH,91324P102,UNITEDHEALTH GROUP INC,USD,969,10.72,10558,A
10920,12/31/13,2013,INDL,C,D,STD,UPS,911312106,UNITED PARCEL SERVICE INC,USD,923,4.61,4372,A
10920,12/31/14,2014,INDL,C,D,STD,UPS,911312106,UNITED PARCEL SERVICE INC,USD,905,3.28,3032,A
10920,12/31/15,2015,INDL,C,D,STD,UPS,911312106,UNITED PARCEL SERVICE INC,USD,886,5.35,4844,A
10920,12/31/16,2016,INDL,C,D,STD,UPS,911312106,UNITED PARCEL SERVICE INC,USD,868,3.87,3431,A
10983,12/31/13,2013,INDL,C,D,STD,UTX,913017109,UNITED TECHNOLOGIES CORP,USD,916.686,6.21,5721,A
10983,12/31/14,2014,INDL,C,D,STD,UTX,913017109,UNITED TECHNOLOGIES CORP,USD,909.375,6.82,6220,A
10983,12/31/15,2015,INDL,C,D,STD,UTX,913017109,UNITED TECHNOLOGIES CORP,USD,838.344,4.53,7608,A
10983,12/31/16,2016,INDL,C,D,STD,UTX,913017109,UNITED TECHNOLOGIES CORP,USD,808.701,6.13,5055,A
10983,12/31/17,2017,INDL,C,D,STD,UTX,913017109,UNITED TECHNOLOGIES CORP,USD,799.13,5.7,4552,A
11032,12/31/13,2013,INDL,C,D,STD,UHS,913903100,UNIVERSAL HEALTH SVCS INC,USD,98.311,5.14,510.733,A
11032,12/31/14,2014,INDL,C,D,STD,UHS,913903100,UNIVERSAL HEALTH SVCS INC,USD,98.716,5.42,545.343,A
11032,12/31/15,2015,INDL,C,D,STD,UHS,913903100,UNIVERSAL HEALTH SVCS INC,USD,98.296,6.76,680.528,A
11032,12/31/16,2016,INDL,C,D,STD,UHS,913903100,UNIVERSAL HEALTH SVCS INC,USD,96.63,7.14,702.409,A
11060,12/31/13,2013,INDL,C,D,STD,VFC,918204108,VF CORP,USD,440.31,2.71,1210.119,A
11060,12/31/14,2014,INDL,C,D,STD,VFC,918204108,VF CORP,USD,432.86,2.38,1047.505,A
11060,12/31/15,2015,INDL,C,D,STD,VFC,918204108,VF CORP,USD,426.614,2.85,1231.593,A
11060,12/31/16,2016,INDL,C,D,STD,VFC,918204108,VF CORP,USD,414.013,2.78,1074.106,A
11060,12/31/17,2017,INDL,C,D,STD,VFC,918204108,VF CORP,USD,394.503,1.79,614.923,A
11115,9/30/13,2013,INDL,C,D,STD,VAR,92220P105,VARIAN MEDICAL SYSTEMS INC,USD,106.491,3.98,438.248,A
11115,9/30/14,2014,INDL,C,D,STD,VAR,92220P105,VARIAN MEDICAL SYSTEMS INC,USD,100.942,3.83,403.703,A
11115,9/30/15,2015,INDL,C,D,STD,VAR,92220P105,VARIAN MEDICAL SYSTEMS INC,USD,98.07,4.09,411.485,A
11115,9/30/16,2016,INDL,C,D,STD,VAR,92220P105,VARIAN MEDICAL SYSTEMS INC,USD,93.7,4.19,402.3,A
11115,9/30/17,2017,INDL,C,D,STD,VAR,92220P105,VARIAN MEDICAL SYSTEMS INC,USD,91.7,2.75,249.6,A
11220,12/31/13,2013,FS,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,,,,A
11220,12/31/13,2013,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,187.285,-0.03,475.971,A
11220,12/31/14,2014,FS,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,,,,A
11220,12/31/14,2014,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,187.887,1.58,864.852,A
11220,12/31/15,2015,FS,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,,,,A
11220,12/31/15,2015,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,188.577,3.33,760.434,A
11220,12/31/16,2016,FS,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,,,,A
11220,12/31/16,2016,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,189.101,4.3,906.917,A
11220,12/31/17,2017,FS,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,,,,A
11220,12/31/17,2017,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,189.984,0.91,227.416,A
11228,12/31/13,2013,INDL,C,D,STD,VMC,929160109,VULCAN MATERIALS CO,USD,130.2,0.16,24.382,A
11228,12/31/14,2014,INDL,C,D,STD,VMC,929160109,VULCAN MATERIALS CO,USD,131.907,1.56,204.923,A
11228,12/31/15,2015,INDL,C,D,STD,VMC,929160109,VULCAN MATERIALS CO,USD,133.172,1.72,221.177,A
11228,12/31/16,2016,INDL,C,D,STD,VMC,929160109,VULCAN MATERIALS CO,USD,132.339,3.11,419.491,A
11228,12/31/17,2017,INDL,C,D,STD,VMC,929160109,VULCAN MATERIALS CO,USD,132.324,4.4,601.185,A
11259,1/31/14,2013,INDL,C,D,STD,WMT,931142103,WALMART INC,USD,3233,4.85,16022,A
11259,1/31/15,2014,INDL,C,D,STD,WMT,931142103,WALMART INC,USD,3228,4.99,16363,A
11259,1/31/16,2015,INDL,C,D,STD,WMT,931142103,WALMART INC,USD,3162,4.57,14694,A
11259,1/31/17,2016,INDL,C,D,STD,WMT,931142103,WALMART INC,USD,3048,4.38,13643,A
11259,1/31/18,2017,INDL,C,D,STD,WMT,931142103,WALMART INC,USD,2968,3.28,9862,A
11264,8/31/13,2013,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,946.596,2.56,2450,A
11264,8/31/14,2014,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,950.387,2,1932,A
11264,8/31/15,2015,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,1089.91,4,4220,A
11264,8/31/16,2016,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,1082.987,3.82,4173,A
11264,8/31/17,2017,INDL,C,D,STD,WBA,931427108,WALGREENS BOOTS ALLIANCE INC,USD,1023.849,3.78,4078,A
11399,6/30/13,2013,INDL,C,D,STD,WDC,958102105,WESTERN DIGITAL CORP,USD,237,3.98,980,A
11399,6/30/14,2014,INDL,C,D,STD,WDC,958102105,WESTERN DIGITAL CORP,USD,234,6.68,1617,A
11399,6/30/15,2015,INDL,C,D,STD,WDC,958102105,WESTERN DIGITAL CORP,USD,230,6.18,1465,A
11399,6/30/16,2016,INDL,C,D,STD,WDC,958102105,WESTERN DIGITAL CORP,USD,284,1,242,A
11399,6/30/17,2017,INDL,C,D,STD,WDC,958102105,WESTERN DIGITAL CORP,USD,294,1.34,397,A
11456,12/31/13,2013,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,583.548,0.95,563,A
11456,12/31/14,2014,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,524.474,1.4,1826,A
11456,12/31/15,2015,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,510.483,0.89,506,A
11456,12/31/16,2016,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,748.528,0.55,1027,A
11456,12/31/17,2017,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,755.223,0.77,582,A
11465,12/31/13,2013,INDL,C,D,STD,WHR,963320106,WHIRLPOOL CORP,USD,77,10.24,827,A
11465,12/31/14,2014,INDL,C,D,STD,WHR,963320106,WHIRLPOOL CORP,USD,78,8.17,650,A
11465,12/31/15,2015,INDL,C,D,STD,WHR,963320106,WHIRLPOOL CORP,USD,77,9.83,783,A
11465,12/31/16,2016,INDL,C,D,STD,WHR,963320106,WHIRLPOOL CORP,USD,74,11.5,888,A
11465,12/31/17,2017,INDL,C,D,STD,WHR,963320106,WHIRLPOOL CORP,USD,70.646,4.7,350,A
11506,12/31/13,2013,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,683,0.64,430,A
11506,12/31/14,2014,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,747,2.91,2114,A
11506,12/31/15,2015,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,749,-0.76,-571,A
11506,12/31/16,2016,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,750,-0.57,-424,A
11550,12/31/13,2013,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,225.963,2.51,577.4,A
11550,12/31/14,2014,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,225.517,2.59,588.3,A
11550,12/31/15,2015,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,315.683,2.34,640.3,A
11550,12/31/16,2016,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,315.615,2.96,940.2,A
11550,12/31/17,2017,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,315.575,3.79,1204.9,A
11636,12/31/13,2013,INDL,C,D,STD,XRX,984121608,XEROX CORP,USD,1188.32,0.93,1159,A
11636,12/31/14,2014,INDL,C,D,STD,XRX,984121608,XEROX CORP,USD,1116.745,0.9,969,A
11636,12/31/15,2015,INDL,C,D,STD,XRX,984121608,XEROX CORP,USD,1012.836,0.49,474,A
11636,12/31/16,2016,INDL,C,D,STD,XRX,984121608,XEROX CORP,USD,1014.375,0.58,-477,A
11636,12/31/17,2017,INDL,C,D,STD,XRX,984121608,XEROX CORP,USD,254.613,0.7,195,A
11687,12/31/13,2013,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,,,,A
11687,12/31/13,2013,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,184.678,1.58,263.791,A
11687,12/31/14,2014,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,,,,A
11687,12/31/14,2014,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,203.015,1.68,398.462,A
11687,12/31/15,2015,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,,,,A
11687,12/31/15,2015,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,204.417,1.2,309.471,A
11687,12/31/16,2016,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,,,,A
11687,12/31/16,2016,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,203.085,1.99,469.05,A
11687,12/31/17,2017,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,,,,A
11687,12/31/17,2017,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION,USD,197.532,2.6,592,A
11856,12/31/13,2013,FS,C,D,STD,BBT,54937107,BB&T CORP,USD,,,,A
11856,12/31/13,2013,INDL,C,D,STD,BBT,54937107,BB&T CORP,USD,706.62,2.19,1679,A
11856,12/31/14,2014,FS,C,D,STD,BBT,54937107,BB&T CORP,USD,,,,A
11856,12/31/14,2014,INDL,C,D,STD,BBT,54937107,BB&T CORP,USD,720.698,2.75,2151,A
11856,12/31/15,2015,FS,C,D,STD,BBT,54937107,BB&T CORP,USD,,,,A
11856,12/31/15,2015,INDL,C,D,STD,BBT,54937107,BB&T CORP,USD,780.337,2.56,2084,A
11856,12/31/16,2016,FS,C,D,STD,BBT,54937107,BB&T CORP,USD,,,,A
11856,12/31/16,2016,INDL,C,D,STD,BBT,54937107,BB&T CORP,USD,809.475,2.77,2426,A
11856,12/31/17,2017,FS,C,D,STD,BBT,54937107,BB&T CORP,USD,,,,A
11856,12/31/17,2017,INDL,C,D,STD,BBT,54937107,BB&T CORP,USD,782.006,2.74,2394,A
11923,12/31/13,2013,INDL,C,D,STD,APC,32511107,ANADARKO PETROLEUM CORP,USD,503.7,1.58,801,A
11923,12/31/14,2014,INDL,C,D,STD,APC,32511107,ANADARKO PETROLEUM CORP,USD,506.6,-3.47,-1750,A
11923,12/31/15,2015,INDL,C,D,STD,APC,32511107,ANADARKO PETROLEUM CORP,USD,508.3,-13.18,-6692,A
11923,12/31/16,2016,INDL,C,D,STD,APC,32511107,ANADARKO PETROLEUM CORP,USD,551.2,-5.9,-3071,A
11923,12/31/17,2017,INDL,C,D,STD,APC,32511107,ANADARKO PETROLEUM CORP,USD,530.8,-0.85,-456,A
11925,12/31/13,2013,INDL,C,D,STD,NE,G65431101,NOBLE CORP PLC,USD,253.448,3.05,782.697,A
11925,12/31/14,2014,INDL,C,D,STD,NE,G65431101,NOBLE CORP PLC,USD,247.501,-0.6,8.491,A
11925,12/31/15,2015,INDL,C,D,STD,NE,G65431101,NOBLE CORP PLC,USD,241.977,2.06,511,A
11925,12/31/16,2016,INDL,C,D,STD,NE,G65431101,NOBLE CORP PLC,USD,243.239,-3.82,-929.58,A
11925,12/31/17,2017,INDL,C,D,STD,NE,G65431101,NOBLE CORP PLC,USD,244.965,-2.1,-516.511,A
12053,12/31/13,2013,INDL,C,D,STD,EMC,268648102,EMC CORP/MA,USD,2020,1.33,2889,I
12053,12/31/14,2014,INDL,C,D,STD,EMC,268648102,EMC CORP/MA,USD,1985,1.32,2714,I
12053,12/31/15,2015,INDL,C,D,STD,EMC,268648102,EMC CORP/MA,USD,1943,1.01,1990,I
12124,12/31/13,2013,FS,C,D,STD,MS,617446448,MORGAN STANLEY,USD,,,,A
12124,12/31/13,2013,INDL,C,D,STD,MS,617446448,MORGAN STANLEY,USD,1944.869,1.38,2932,A
12124,12/31/14,2014,FS,C,D,STD,MS,617446448,MORGAN STANLEY,USD,,,,A
12124,12/31/14,2014,INDL,C,D,STD,MS,617446448,MORGAN STANLEY,USD,1950.98,1.61,3467,A
12124,12/31/15,2015,FS,C,D,STD,MS,617446448,MORGAN STANLEY,USD,,,,A
12124,12/31/15,2015,INDL,C,D,STD,MS,617446448,MORGAN STANLEY,USD,1920.024,2.91,6127,A
12124,12/31/16,2016,FS,C,D,STD,MS,617446448,MORGAN STANLEY,USD,,,,A
12124,12/31/16,2016,INDL,C,D,STD,MS,617446448,MORGAN STANLEY,USD,1852.482,2.92,5979,A
12138,12/31/13,2013,FS,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,,,,A
12138,12/31/13,2013,INDL,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,262.073,3.9,1047.7,A
12138,12/31/14,2014,FS,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,,,,A
12138,12/31/14,2014,INDL,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,261.11,4.55,1229.6,A
12138,12/31/15,2015,FS,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,,,,A
12138,12/31/15,2015,INDL,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,250.469,4.63,1223,A
12138,12/31/16,2016,FS,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,,,,A
12138,12/31/16,2016,INDL,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,244.784,4.75,1215,A
12138,12/31/17,2017,FS,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,,,,A
12138,12/31/17,2017,INDL,C,D,STD,TROW,74144T108,PRICE (T. ROWE) GROUP,USD,245.111,5.97,1497.8,A
12141,6/30/13,2013,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,8328,2.58,21863,A
12141,6/30/14,2014,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,8239,2.63,22074,A
12141,6/30/15,2015,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,8027,1.48,12193,A
12141,6/30/16,2016,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,7808,2.1,16798,A
12141,6/30/17,2017,INDL,C,D,STD,MSFT,594918104,MICROSOFT CORP,USD,7708,2.71,21204,A
12142,5/31/14,2013,INDL,C,D,STD,ORCL,68389X105,ORACLE CORP,USD,4464,2.38,10955,A
12142,5/31/15,2014,INDL,C,D,STD,ORCL,68389X105,ORACLE CORP,USD,4343,2.21,9938,A
12142,5/31/16,2015,INDL,C,D,STD,ORCL,68389X105,ORACLE CORP,USD,4131,2.07,8901,A
12142,5/31/17,2016,INDL,C,D,STD,ORCL,68389X105,ORACLE CORP,USD,4137,2.21,9335,A
12216,6/30/13,2013,INDL,C,D,STD,LLTC,535678106,LINEAR TECHNOLOGY CORP,USD,233.025,1.71,406.925,I
12216,6/30/14,2014,INDL,C,D,STD,LLTC,535678106,LINEAR TECHNOLOGY CORP,USD,239.096,1.9,459.961,I
12216,6/30/15,2015,INDL,C,D,STD,LLTC,535678106,LINEAR TECHNOLOGY CORP,USD,239.751,2.12,520.963,I
12216,6/30/16,2016,INDL,C,D,STD,LLTC,535678106,LINEAR TECHNOLOGY CORP,USD,239.654,2.02,494.346,I
12389,12/31/13,2013,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,219.959,3.28,733.993,A
12389,12/31/14,2014,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,211.877,3.88,844.611,A
12389,12/31/15,2015,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,184.734,3.69,752.207,A
12389,12/31/16,2016,INDL,C,D,STD,HOG,412822108,HARLEY-DAVIDSON INC,USD,175.948,3.83,692.164,A
12540,11/30/13,2013,INDL,C,D,STD,ADBE,00724F101,ADOBE SYSTEMS INC,USD,496.261,0.56,289.985,A
12540,11/30/14,2014,INDL,C,D,STD,ADBE,00724F101,ADOBE SYSTEMS INC,USD,497.484,0.53,268.395,A
12540,11/30/15,2015,INDL,C,D,STD,ADBE,00724F101,ADOBE SYSTEMS INC,USD,497.809,1.24,629.551,A
12540,11/30/16,2016,INDL,C,D,STD,ADBE,00724F101,ADOBE SYSTEMS INC,USD,494.254,2.32,1168.782,A
12540,11/30/17,2017,INDL,C,D,STD,ADBE,00724F101,ADOBE SYSTEMS INC,USD,491.262,3.38,1693.954,A
12726,12/31/13,2013,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,,,,A
12726,12/31/13,2013,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,260.017,3.23,858.1,A
12726,12/31/14,2014,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,,,,A
12726,12/31/14,2014,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,252.31,1.61,413.4,A
12726,12/31/15,2015,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,,,,A
12726,12/31/15,2015,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,240.918,3.5,867.1,A
12726,12/31/16,2016,FS,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,,,,A
12726,12/31/16,2016,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,229.823,3.95,931.4,A
12726,12/31/17,2017,INDL,C,D,STD,UNM,91529Y106,UNUM GROUP,USD,222.547,4.37,994.2,A
12756,12/31/13,2013,INDL,C,D,STD,CCE,G25839104,COCA-COLA EUROPEAN PARTNERS,USD,257.597,2.44,667,A
12756,12/31/14,2014,INDL,C,D,STD,CCE,G25839104,COCA-COLA EUROPEAN PARTNERS,USD,239.246,2.63,663,A
12756,12/31/15,2015,INDL,C,D,STD,CCE,G25839104,COCA-COLA EUROPEAN PARTNERS,USD,227.336,2.54,596,A
12756,12/31/16,2016,INDL,C,D,STD,CCE,G25839104,COCA-COLA EUROPEAN PARTNERS,USD,483.076,1.5,579.305,A
12788,6/30/13,2013,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,68.052,2.04,142.407,I
12788,6/30/14,2014,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,68.088,3.36,234.692,I
12788,6/30/15,2015,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,71.219,4.84,342.68,I
12788,6/30/16,2016,INDL,C,D,STD,HAR,413086109,HARMAN INTERNATIONAL INDS,USD,70.045,4.99,361.734,I
12850,12/31/13,2013,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,343.767,1.13,398.354,A
12850,12/31/14,2014,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,342.333,1.5,525.433,A
12850,12/31/15,2015,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,339.959,1.54,539.362,A
12850,12/31/16,2016,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,329.641,1.85,636.484,A
12850,12/31/17,2017,INDL,C,D,STD,CERN,156782104,CERNER CORP,USD,332.461,2.57,866.978,A
12886,6/30/13,2013,INDL,C,D,STD,FOXA,90130A101,TWENTY-FIRST CENTURY FOX INC,USD,2316.192,2.91,7097,A
12886,6/30/14,2014,INDL,C,D,STD,FOXA,90130A101,TWENTY-FIRST CENTURY FOX INC,USD,2206.827,1.67,4514,A
12886,6/30/15,2015,INDL,C,D,STD,FOXA,90130A101,TWENTY-FIRST CENTURY FOX INC,USD,2038.493,3.93,8306,A
12886,6/30/16,2016,INDL,C,D,STD,FOXA,90130A101,TWENTY-FIRST CENTURY FOX INC,USD,1869.824,1.42,2755,A
12886,6/30/17,2017,INDL,C,D,STD,FOXA,90130A101,TWENTY-FIRST CENTURY FOX INC,USD,1851.058,1.61,2952,A
12950,3/31/14,2013,INDL,C,D,STD,ARG,9363102,AIRGAS INC,USD,74.089,4.68,350.784,I
12950,3/31/15,2014,INDL,C,D,STD,ARG,9363102,AIRGAS INC,USD,75.357,4.85,368.086,I
12950,3/31/16,2015,INDL,C,D,STD,ARG,9363102,AIRGAS INC,USD,72.644,4.54,337.5,I
12978,12/31/13,2013,INDL,C,D,STD,KRFT,50076Q106,KRAFT FOODS GROUP INC,USD,596.234,4.51,2715,I
12978,12/31/14,2014,INDL,C,D,STD,KRFT,50076Q106,KRAFT FOODS GROUP INC,USD,587.332,1.74,1043,I
13003,10/31/13,2013,INDL,C,D,STD,JOY,481165108,JOY GLOBAL INC,USD,102.227,4.99,533.713,I
13003,10/31/14,2014,INDL,C,D,STD,JOY,481165108,JOY GLOBAL INC,USD,98.104,3.28,331.037,I
13003,10/31/15,2015,INDL,C,D,STD,JOY,481165108,JOY GLOBAL INC,USD,97.597,-12.08,-1178.004,I
13003,10/31/16,2016,INDL,C,D,STD,JOY,481165108,JOY GLOBAL INC,USD,98.322,-0.65,-58.379,I
13125,12/31/13,2013,FS,C,D,STD,HCP,40414L109,HCP INC,USD,,,,A
13125,12/31/13,2013,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,456.961,1.97,970.837,A
13125,12/31/14,2014,FS,C,D,STD,HCP,40414L109,HCP INC,USD,,,,A
13125,12/31/14,2014,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,459.746,1.94,922.233,A
13125,12/31/15,2015,FS,C,D,STD,HCP,40414L109,HCP INC,USD,,,,A
13125,12/31/15,2015,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,465.488,-1.21,-559.235,A
13125,12/31/16,2016,FS,C,D,STD,HCP,40414L109,HCP INC,USD,,,,A
13125,12/31/16,2016,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,468.081,0.77,627.747,A
13125,12/31/17,2017,FS,C,D,STD,HCP,40414L109,HCP INC,USD,,,,A
13125,12/31/17,2017,INDL,C,D,STD,HCP,40414L109,HCP INC,USD,469.436,0.88,414.169,A
13341,12/31/13,2013,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,,,,A
13341,12/31/13,2013,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,595.8,1.93,1165.4,A
13341,12/31/14,2014,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,,,,A
13341,12/31/14,2014,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,587.8,2.15,1281,A
13341,12/31/15,2015,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,,,,A
13341,12/31/15,2015,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,583.6,2.15,1267.6,A
13341,12/31/16,2016,FS,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,,,,A
13341,12/31/16,2016,INDL,C,D,STD,PGR,743315103,PROGRESSIVE CORP-OHIO,USD,579.9,1.76,1031,A
13440,12/31/13,2013,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,234.688,-0.49,-109,I
13440,12/31/14,2014,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,341.361,1.21,314,I
13440,12/31/15,2015,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,356.374,9.58,3433,I
13440,12/31/16,2016,INDL,C,D,STD,LVLT,52729N308,LEVEL 3 COMMUNICATIONS INC,USD,360.022,1.87,677,I
13498,11/30/13,2013,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,776,1.39,1078,A
13498,11/30/14,2014,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,777,1.59,1236,A
13498,11/30/15,2015,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,772,2.26,1757,A
13498,11/30/16,2016,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,726,3.72,2779,A
13498,11/30/17,2017,INDL,C,D,STD,CCL,143658300,CARNIVAL CORP/PLC (USA),USD,718,3.59,2606,A
13599,12/31/13,2013,INDL,C,D,STD,CELG,151020104,CELGENE CORP,USD,409.7,3.37,1449.9,A
13599,12/31/14,2014,INDL,C,D,STD,CELG,151020104,CELGENE CORP,USD,800.2,2.39,1999.9,A
13599,12/31/15,2015,INDL,C,D,STD,CELG,151020104,CELGENE CORP,USD,786.6,1.94,1602,A
13599,12/31/16,2016,INDL,C,D,STD,CELG,151020104,CELGENE CORP,USD,778.6,2.49,1999.2,A
13599,12/31/17,2017,INDL,C,D,STD,CELG,151020104,CELGENE CORP,USD,759.3,3.64,2940,A
13646,1/31/14,2013,INDL,C,D,STD,TIF,886547108,TIFFANY & CO,USD,128.312,1.41,181.369,A
13646,1/31/15,2014,INDL,C,D,STD,TIF,886547108,TIFFANY & CO,USD,129.326,3.73,484.179,A
13646,1/31/16,2015,INDL,C,D,STD,TIF,886547108,TIFFANY & CO,USD,126.8,3.59,463.9,A
13646,1/31/17,2016,INDL,C,D,STD,TIF,886547108,TIFFANY & CO,USD,124.5,3.55,446.1,A
13700,12/31/13,2013,INDL,C,D,STD,XRAY,24906P109,DENTSPLY SIRONA INC,USD,142.241,2.16,313.192,A
13700,12/31/14,2014,INDL,C,D,STD,XRAY,24906P109,DENTSPLY SIRONA INC,USD,140.844,2.24,322.854,A
13700,12/31/15,2015,INDL,C,D,STD,XRAY,24906P109,DENTSPLY SIRONA INC,USD,140.1,1.76,251.2,A
13700,12/31/16,2016,INDL,C,D,STD,XRAY,24906P109,DENTSPLY SIRONA INC,USD,230.1,1.94,429.9,A
13714,12/31/13,2013,INDL,C,D,STD,CBS,124857202,CBS CORP,USD,596,3,1879,A
13714,12/31/14,2014,INDL,C,D,STD,CBS,124857202,CBS CORP,USD,507,2.41,2959,A
13714,12/31/15,2015,INDL,C,D,STD,CBS,124857202,CBS CORP,USD,463,2.87,1413,A
13714,12/31/16,2016,INDL,C,D,STD,CBS,124857202,CBS CORP,USD,412,3.46,1261,A
13714,12/31/17,2017,INDL,C,D,STD,CBS,124857202,CBS CORP,USD,383,3.22,357,A
13721,12/31/13,2013,INDL,C,D,STD,ZTS,98978V103,ZOETIS INC,USD,500,1.01,504,A
