gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,csho,epsfx,ni,costat
5606,10/31/15,2015,INDL,C,D,STD,HPQ,40434L105,HP INC,USD,1803.719,2.48,4554,A
5606,10/31/16,2016,INDL,C,D,STD,HPQ,40434L105,HP INC,USD,1712.091,1.53,2496,A
5606,10/31/17,2017,INDL,C,D,STD,HPQ,40434L105,HP INC,USD,1649.58,1.48,2526,A
5680,1/31/14,2013,INDL,C,D,STD,HD,437076102,HOME DEPOT INC,USD,1380,3.76,5385,A
5680,1/31/15,2014,INDL,C,D,STD,HD,437076102,HOME DEPOT INC,USD,1307,4.71,6345,A
5680,1/31/16,2015,INDL,C,D,STD,HD,437076102,HOME DEPOT INC,USD,1252,5.46,7009,A
5680,1/31/17,2016,INDL,C,D,STD,HD,437076102,HOME DEPOT INC,USD,1203,6.45,7957,A
5680,1/31/18,2017,INDL,C,D,STD,HD,437076102,HOME DEPOT INC,USD,1168,7.29,8630,A
5709,10/31/13,2013,INDL,C,D,STD,HRL,440452100,HORMEL FOODS CORP,USD,263.658,1.95,526.211,A
5709,10/31/14,2014,INDL,C,D,STD,HRL,440452100,HORMEL FOODS CORP,USD,263.613,2.23,602.677,A
5709,10/31/15,2015,INDL,C,D,STD,HRL,440452100,HORMEL FOODS CORP,USD,264.206,2.54,686.088,A
5709,10/31/16,2016,INDL,C,D,STD,HRL,440452100,HORMEL FOODS CORP,USD,528.484,1.64,890.052,A
5709,10/31/17,2017,INDL,C,D,STD,HRL,440452100,HORMEL FOODS CORP,USD,528.424,1.57,846.735,A
5723,12/31/13,2013,INDL,C,D,STD,HOT,85590A401,STARWOOD HOTELS&RESORTS WRLD,USD,191.898,2.92,635,I
5723,12/31/14,2014,INDL,C,D,STD,HOT,85590A401,STARWOOD HOTELS&RESORTS WRLD,USD,172.694,3.46,633,I
5723,12/31/15,2015,INDL,C,D,STD,HOT,85590A401,STARWOOD HOTELS&RESORTS WRLD,USD,168.755,2.88,489,I
5742,12/31/13,2013,INDL,C,D,STD,CNP,15189T107,CENTERPOINT ENERGY INC,USD,429,0.72,311,A
5742,12/31/14,2014,INDL,C,D,STD,CNP,15189T107,CENTERPOINT ENERGY INC,USD,430,1.42,611,A
5742,12/31/15,2015,INDL,C,D,STD,CNP,15189T107,CENTERPOINT ENERGY INC,USD,430,-1.61,-692,A
5742,12/31/16,2016,INDL,C,D,STD,CNP,15189T107,CENTERPOINT ENERGY INC,USD,430.683,1,432,A
5783,12/31/13,2013,INDL,C,D,STD,JBHT,445658107,HUNT (JB) TRANSPRT SVCS INC,USD,117.241,2.87,342.382,A
5783,12/31/14,2014,INDL,C,D,STD,JBHT,445658107,HUNT (JB) TRANSPRT SVCS INC,USD,116.575,3.16,374.792,A
5783,12/31/15,2015,INDL,C,D,STD,JBHT,445658107,HUNT (JB) TRANSPRT SVCS INC,USD,113.948,3.66,427.235,A
5783,12/31/16,2016,INDL,C,D,STD,JBHT,445658107,HUNT (JB) TRANSPRT SVCS INC,USD,111.305,3.81,432.09,A
5786,12/31/13,2013,FS,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,,,,A
5786,12/31/13,2013,INDL,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,830.963,0.72,638.741,A
5786,12/31/14,2014,FS,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,,,,A
5786,12/31/14,2014,INDL,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,811.455,0.72,632.392,A
5786,12/31/15,2015,FS,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,,,,A
5786,12/31/15,2015,INDL,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,794.929,0.81,692.957,A
5786,12/31/16,2016,FS,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,,,,A
5786,12/31/16,2016,INDL,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,1085.688,0.7,711.821,A
5786,12/31/17,2017,FS,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,,,,A
5786,12/31/17,2017,INDL,C,D,STD,HBAN,446150104,HUNTINGTON BANCSHARES,USD,1072.027,1,1186,A
5878,12/31/13,2013,INDL,C,D,STD,ITW,452308109,ILLINOIS TOOL WORKS,USD,430.236,3.63,1679,A
5878,12/31/14,2014,INDL,C,D,STD,ITW,452308109,ILLINOIS TOOL WORKS,USD,382.936,4.67,2946,A
5878,12/31/15,2015,INDL,C,D,STD,ITW,452308109,ILLINOIS TOOL WORKS,USD,363.736,5.13,1899,A
5878,12/31/16,2016,INDL,C,D,STD,ITW,452308109,ILLINOIS TOOL WORKS,USD,346.9,5.7,2035,A
5878,12/31/17,2017,INDL,C,D,STD,ITW,452308109,ILLINOIS TOOL WORKS,USD,341.5,4.86,1687,A
5959,12/31/13,2013,INDL,C,D,STD,IR,G47791101,INGERSOLL-RAND PLC,USD,282.7,2.08,618.8,A
5959,12/31/14,2014,INDL,C,D,STD,IR,G47791101,INGERSOLL-RAND PLC,USD,266.272,3.27,931.7,A
5959,12/31/15,2015,INDL,C,D,STD,IR,G47791101,INGERSOLL-RAND PLC,USD,261.252,2.57,664.6,A
5959,12/31/16,2016,INDL,C,D,STD,IR,G47791101,INGERSOLL-RAND PLC,USD,259.006,5.52,1476.2,A
5959,12/31/17,2017,INDL,C,D,STD,IR,G47791101,INGERSOLL-RAND PLC,USD,249.479,5.14,1302.6,A
6008,12/31/13,2013,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,4967,1.89,9620,A
6008,12/31/14,2014,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,4748,2.31,11704,A
6008,12/31/15,2015,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,4725,2.33,11420,A
6008,12/31/16,2016,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,4730,2.12,10316,A
6008,12/31/17,2017,INDL,C,D,STD,INTC,458140100,INTEL CORP,USD,4687,1.99,9601,A
6066,12/31/13,2013,INDL,C,D,STD,IBM,459200101,INTL BUSINESS MACHINES CORP,USD,1054.391,14.94,16483,A
6066,12/31/14,2014,INDL,C,D,STD,IBM,459200101,INTL BUSINESS MACHINES CORP,USD,990.524,15.59,12022,A
6066,12/31/15,2015,INDL,C,D,STD,IBM,459200101,INTL BUSINESS MACHINES CORP,USD,965.729,13.6,13190,A
6066,12/31/16,2016,INDL,C,D,STD,IBM,459200101,INTL BUSINESS MACHINES CORP,USD,945.867,12.39,11872,A
6078,12/31/13,2013,INDL,C,D,STD,IFF,459506101,INTL FLAVORS & FRAGRANCES,USD,81.384,4.29,353.544,A
6078,12/31/14,2014,INDL,C,D,STD,IFF,459506101,INTL FLAVORS & FRAGRANCES,USD,80.778,5.06,414.543,A
6078,12/31/15,2015,INDL,C,D,STD,IFF,459506101,INTL FLAVORS & FRAGRANCES,USD,80.022,5.16,419.247,A
6078,12/31/16,2016,INDL,C,D,STD,IFF,459506101,INTL FLAVORS & FRAGRANCES,USD,79.213,5.05,405.031,A
6104,12/31/13,2013,INDL,C,D,STD,IP,460146103,INTL PAPER CO,USD,436.354,3.01,1395,A
6104,12/31/14,2014,INDL,C,D,STD,IP,460146103,INTL PAPER CO,USD,420.12,1.31,555,A
6104,12/31/15,2015,INDL,C,D,STD,IP,460146103,INTL PAPER CO,USD,412.14,2.23,938,A
6104,12/31/16,2016,INDL,C,D,STD,IP,460146103,INTL PAPER CO,USD,411.245,2.19,904,A
6104,12/31/17,2017,INDL,C,D,STD,IP,460146103,INTL PAPER CO,USD,412.9,5.05,2144,A
6136,12/31/13,2013,INDL,C,D,STD,IPG,460690100,INTERPUBLIC GROUP OF COS,USD,424.5,0.61,267.9,A
6136,12/31/14,2014,INDL,C,D,STD,IPG,460690100,INTERPUBLIC GROUP OF COS,USD,413.8,1.12,477.1,A
6136,12/31/15,2015,INDL,C,D,STD,IPG,460690100,INTERPUBLIC GROUP OF COS,USD,403.2,1.09,454.6,A
6136,12/31/16,2016,INDL,C,D,STD,IPG,460690100,INTERPUBLIC GROUP OF COS,USD,391.6,1.49,608.5,A
6216,9/30/13,2013,INDL,C,D,STD,JEC,469814107,JACOBS ENGINEERING GROUP INC,USD,131.639,3.23,423.093,A
6216,9/30/14,2014,INDL,C,D,STD,JEC,469814107,JACOBS ENGINEERING GROUP INC,USD,131.753,2.48,328.108,A
6216,9/30/15,2015,INDL,C,D,STD,JEC,469814107,JACOBS ENGINEERING GROUP INC,USD,123.153,2.4,302.971,A
6216,9/30/16,2016,INDL,C,D,STD,JEC,469814107,JACOBS ENGINEERING GROUP INC,USD,120.951,1.73,210.463,A
6216,9/30/17,2017,INDL,C,D,STD,JEC,469814107,JACOBS ENGINEERING GROUP INC,USD,120.386,2.42,293.727,A
6266,12/31/13,2013,INDL,C,D,STD,JNJ,478160104,JOHNSON & JOHNSON,USD,2820.628,4.81,13831,A
6266,12/31/14,2014,INDL,C,D,STD,JNJ,478160104,JOHNSON & JOHNSON,USD,2783.223,5.7,16323,A
6266,12/31/15,2015,INDL,C,D,STD,JNJ,478160104,JOHNSON & JOHNSON,USD,2755.162,5.48,15409,A
6266,12/31/16,2016,INDL,C,D,STD,JNJ,478160104,JOHNSON & JOHNSON,USD,2706.511,5.93,16540,A
6268,9/30/13,2013,INDL,C,D,STD,JCI,G51502105,JOHNSON CONTROLS INTL PLC,USD,684.536,1.71,1178,A
6268,9/30/14,2014,INDL,C,D,STD,JCI,G51502105,JOHNSON CONTROLS INTL PLC,USD,665.497,2.12,1215,A
6268,9/30/15,2015,INDL,C,D,STD,JCI,G51502105,JOHNSON CONTROLS INTL PLC,USD,647.367,2.18,1563,A
6268,9/30/16,2016,INDL,C,D,STD,JCI,G51502105,JOHNSON CONTROLS INTL PLC,USD,935.796,-1.3,-868,A
6268,9/30/17,2017,INDL,C,D,STD,JCI,G51502105,JOHNSON CONTROLS INTL PLC,USD,927.975,1.75,1611,A
6304,6/30/13,2013,INDL,C,D,STD,KLAC,482480100,KLA-TENCOR CORP,USD,165.435,3.21,543.149,A
6304,6/30/14,2014,INDL,C,D,STD,KLAC,482480100,KLA-TENCOR CORP,USD,165.448,3.47,582.755,A
6304,6/30/15,2015,INDL,C,D,STD,KLAC,482480100,KLA-TENCOR CORP,USD,157.851,2.24,366.158,A
6304,6/30/16,2016,INDL,C,D,STD,KLAC,482480100,KLA-TENCOR CORP,USD,155.995,4.49,704.422,A
6304,6/30/17,2017,INDL,C,D,STD,KLAC,482480100,KLA-TENCOR CORP,USD,156.84,5.88,926.076,A
6310,12/31/13,2013,INDL,C,D,STD,KMI,49456B101,KINDER MORGAN INC,USD,1030.677,1.15,1193,A
6310,12/31/14,2014,INDL,C,D,STD,KMI,49456B101,KINDER MORGAN INC,USD,2125.147,0.89,1026,A
6310,12/31/15,2015,INDL,C,D,STD,KMI,49456B101,KINDER MORGAN INC,USD,2229.224,0.1,253,A
6310,12/31/16,2016,INDL,C,D,STD,KMI,49456B101,KINDER MORGAN INC,USD,2230.102,0.25,708,A
6310,12/31/17,2017,INDL,C,D,STD,KMI,49456B101,KINDER MORGAN INC,USD,2217.11,0.01,183,A
6335,12/31/13,2013,INDL,C,D,STD,KSU,485170302,KANSAS CITY SOUTHERN,USD,110.229,3.18,351.4,A
6335,12/31/14,2014,INDL,C,D,STD,KSU,485170302,KANSAS CITY SOUTHERN,USD,110.392,4.55,502.6,A
6335,12/31/15,2015,INDL,C,D,STD,KSU,485170302,KANSAS CITY SOUTHERN,USD,108.461,4.4,483.5,A
6335,12/31/16,2016,INDL,C,D,STD,KSU,485170302,KANSAS CITY SOUTHERN,USD,106.607,4.43,478.1,A
6335,12/31/17,2017,INDL,C,D,STD,KSU,485170302,KANSAS CITY SOUTHERN,USD,103.037,9.16,962,A
6375,12/31/13,2013,INDL,C,D,STD,K,487836108,KELLOGG CO,USD,362.802,4.94,1807,A
6375,12/31/14,2014,INDL,C,D,STD,K,487836108,KELLOGG CO,USD,356.003,1.75,632,A
6375,12/31/15,2015,INDL,C,D,STD,K,487836108,KELLOGG CO,USD,350.024,1.72,614,A
6375,12/31/16,2016,INDL,C,D,STD,K,487836108,KELLOGG CO,USD,351.069,1.96,694,A
6375,12/31/17,2017,INDL,C,D,STD,K,487836108,KELLOGG CO,USD,346,3.62,1269,A
6435,12/31/13,2013,INDL,C,D,STD,KMB,494368103,KIMBERLY-CLARK CORP,USD,380.799,5.53,2142,A
6435,12/31/14,2014,INDL,C,D,STD,KMB,494368103,KIMBERLY-CLARK CORP,USD,365.336,3.91,1526,A
6435,12/31/15,2015,INDL,C,D,STD,KMB,494368103,KIMBERLY-CLARK CORP,USD,360.86,2.77,1013,A
6435,12/31/16,2016,INDL,C,D,STD,KMB,494368103,KIMBERLY-CLARK CORP,USD,356.568,5.99,2166,A
6435,12/31/17,2017,INDL,C,D,STD,KMB,494368103,KIMBERLY-CLARK CORP,USD,351.106,6.4,2278,A
6502,1/31/14,2013,INDL,C,D,STD,KR,501044101,KROGER CO,USD,508,2.9,1519,A
6502,1/31/15,2014,INDL,C,D,STD,KR,501044101,KROGER CO,USD,487,3.44,1728,A
6502,1/31/16,2015,INDL,C,D,STD,KR,501044101,KROGER CO,USD,967,2.06,2039,A
6502,1/31/17,2016,INDL,C,D,STD,KR,501044101,KROGER CO,USD,924,2.05,1975,A
6565,6/30/13,2013,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,162.873,0.66,113.879,A
6565,6/30/14,2014,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,162.35,3.62,632.289,A
6565,6/30/15,2015,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,158.531,3.7,655.577,A
6565,6/30/16,2016,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,160.201,5.22,914.049,A
6565,6/30/17,2017,INDL,C,D,STD,LRCX,512807108,LAM RESEARCH CORP,USD,161.723,9.24,1697.763,A
6649,12/31/13,2013,INDL,C,D,STD,LEG,524660107,LEGGETT & PLATT INC,USD,139.4,1.29,197.3,A
6649,12/31/14,2014,INDL,C,D,STD,LEG,524660107,LEGGETT & PLATT INC,USD,137.8,1.55,98,A
6649,12/31/15,2015,INDL,C,D,STD,LEG,524660107,LEGGETT & PLATT INC,USD,135.6,2.27,325.1,A
6649,12/31/16,2016,INDL,C,D,STD,LEG,524660107,LEGGETT & PLATT INC,USD,133.5,2.62,385.8,A
6653,3/31/14,2013,FS,C,D,STD,LM,524901105,LEGG MASON INC,USD,,,,A
6653,3/31/14,2013,INDL,C,D,STD,LM,524901105,LEGG MASON INC,USD,117.174,2.33,284.784,A
6653,3/31/15,2014,FS,C,D,STD,LM,524901105,LEGG MASON INC,USD,,,,A
6653,3/31/15,2014,INDL,C,D,STD,LM,524901105,LEGG MASON INC,USD,111.469,2.04,237.08,A
6653,3/31/16,2015,FS,C,D,STD,LM,524901105,LEGG MASON INC,USD,,,,A
6653,3/31/16,2015,INDL,C,D,STD,LM,524901105,LEGG MASON INC,USD,107.012,-0.25,-25.032,A
6653,3/31/17,2016,FS,C,D,STD,LM,524901105,LEGG MASON INC,USD,,,,A
6653,3/31/17,2016,INDL,C,D,STD,LM,524901105,LEGG MASON INC,USD,95.727,2.18,227.256,A
6669,11/30/13,2013,INDL,C,D,STD,LEN,526057104,LENNAR CORP,USD,204.412,2.15,479.674,A
6669,11/30/14,2014,INDL,C,D,STD,LEN,526057104,LENNAR CORP,USD,205.039,2.8,638.916,A
6669,11/30/15,2015,INDL,C,D,STD,LEN,526057104,LENNAR CORP,USD,211.146,3.46,802.894,A
6669,11/30/16,2016,INDL,C,D,STD,LEN,526057104,LENNAR CORP,USD,234.475,3.93,911.844,A
6669,11/30/17,2017,INDL,C,D,STD,LEN,526057104,LENNAR CORP,USD,239.964,3.38,810.48,A
6682,12/31/13,2013,INDL,C,D,STD,LUK,527288104,LEUCADIA NATIONAL CORP,USD,364.541,1.06,372.637,A
6682,12/31/14,2014,INDL,C,D,STD,LUK,527288104,LEUCADIA NATIONAL CORP,USD,367.499,0.58,208.368,A
6682,12/31/15,2015,INDL,C,D,STD,LUK,527288104,LEUCADIA NATIONAL CORP,USD,362.617,0.73,283.65,A
6682,12/31/16,2016,INDL,C,D,STD,LUK,527288104,LEUCADIA NATIONAL CORP,USD,359.425,0.34,130.001,A
6730,12/31/13,2013,INDL,C,D,STD,LLY,532457108,LILLY (ELI) & CO,USD,1066.795,4.32,4684.8,A
6730,12/31/14,2014,INDL,C,D,STD,LLY,532457108,LILLY (ELI) & CO,USD,1060.627,2.23,2390.5,A
6730,12/31/15,2015,INDL,C,D,STD,LLY,532457108,LILLY (ELI) & CO,USD,1055.267,2.26,2408.4,A
6730,12/31/16,2016,INDL,C,D,STD,LLY,532457108,LILLY (ELI) & CO,USD,1050.875,2.58,2737.6,A
6733,1/31/14,2013,INDL,C,D,STD,LB,501797104,L BRANDS INC,USD,291,3.05,903,A
6733,1/31/15,2014,INDL,C,D,STD,LB,501797104,L BRANDS INC,USD,292,3.5,1042,A
6733,1/31/16,2015,INDL,C,D,STD,LB,501797104,L BRANDS INC,USD,290,4.22,1253,A
6733,1/31/17,2016,INDL,C,D,STD,LB,501797104,L BRANDS INC,USD,286,3.98,1158,A
6742,12/31/13,2013,FS,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,,,,A
6742,12/31/13,2013,INDL,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,262.897,4.52,1244,A
6742,12/31/14,2014,FS,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,,,,A
6742,12/31/14,2014,INDL,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,256.551,5.67,1515,A
6742,12/31/15,2015,FS,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,,,,A
6742,12/31/15,2015,INDL,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,243.836,4.51,1154,A
6742,12/31/16,2016,FS,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,,,,A
6742,12/31/16,2016,INDL,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,226.335,5.03,1192,A
6742,12/31/17,2017,INDL,C,D,STD,LNC,534187109,LINCOLN NATIONAL CORP,USD,219.545,9.22,2079,A
6774,12/31/13,2013,INDL,C,D,STD,LMT,539830109,LOCKHEED MARTIN CORP,USD,319,9.04,2981,A
6774,12/31/14,2014,INDL,C,D,STD,LMT,539830109,LOCKHEED MARTIN CORP,USD,314,11.21,3614,A
6774,12/31/15,2015,INDL,C,D,STD,LMT,539830109,LOCKHEED MARTIN CORP,USD,303,11.46,3605,A
6774,12/31/16,2016,INDL,C,D,STD,LMT,539830109,LOCKHEED MARTIN CORP,USD,289,12.38,5302,A
6774,12/31/17,2017,INDL,C,D,STD,LMT,539830109,LOCKHEED MARTIN CORP,USD,284,6.64,2002,A
6781,12/31/13,2013,FS,C,D,STD,L,540424108,LOEWS CORP,USD,,,,A
6781,12/31/13,2013,INDL,C,D,STD,L,540424108,LOEWS CORP,USD,387.21,1.53,595,A
6781,12/31/14,2014,FS,C,D,STD,L,540424108,LOEWS CORP,USD,,,,A
6781,12/31/14,2014,INDL,C,D,STD,L,540424108,LOEWS CORP,USD,372.935,2.52,591,A
6781,12/31/15,2015,FS,C,D,STD,L,540424108,LOEWS CORP,USD,,,,A
6781,12/31/15,2015,INDL,C,D,STD,L,540424108,LOEWS CORP,USD,339.898,0.72,260,A
6781,12/31/16,2016,FS,C,D,STD,L,540424108,LOEWS CORP,USD,,,,A
6781,12/31/16,2016,INDL,C,D,STD,L,540424108,LOEWS CORP,USD,336.621,1.93,654,A
6781,12/31/17,2017,INDL,C,D,STD,L,540424108,LOEWS CORP,USD,332.088,3.45,1164,A
6788,12/31/13,2013,INDL,C,D,STD,RRC,75281A109,RANGE RESOURCES CORP,USD,163.343,0.7,115.722,A
6788,12/31/14,2014,INDL,C,D,STD,RRC,75281A109,RANGE RESOURCES CORP,USD,168.628,3.79,634.382,A
6788,12/31/15,2015,INDL,C,D,STD,RRC,75281A109,RANGE RESOURCES CORP,USD,169.317,-4.29,-713.685,A
6788,12/31/16,2016,INDL,C,D,STD,RRC,75281A109,RANGE RESOURCES CORP,USD,247.144,-2.75,-521.388,A
6829,1/31/14,2013,INDL,C,D,STD,LOW,548661107,LOWE'S COMPANIES INC,USD,1030,2.14,2286,A
6829,1/31/15,2014,INDL,C,D,STD,LOW,548661107,LOWE'S COMPANIES INC,USD,960,2.71,2698,A
6829,1/31/16,2015,INDL,C,D,STD,LOW,548661107,LOWE'S COMPANIES INC,USD,910,2.73,2546,A
6829,1/31/17,2016,INDL,C,D,STD,LOW,548661107,LOWE'S COMPANIES INC,USD,866,3.47,3091,A
7017,12/31/13,2013,INDL,C,D,STD,MRO,565849106,MARATHON OIL CORP,USD,697,2.24,1753,A
7017,12/31/14,2014,INDL,C,D,STD,MRO,565849106,MARATHON OIL CORP,USD,675,1.42,3046,A
7017,12/31/15,2015,INDL,C,D,STD,MRO,565849106,MARATHON OIL CORP,USD,677,-3.26,-2204,A
7017,12/31/16,2016,INDL,C,D,STD,MRO,565849106,MARATHON OIL CORP,USD,847,-2.61,-2140,A
7063,12/31/13,2013,FS,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,,,,A
7063,12/31/13,2013,INDL,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,754.8,0.27,317,A
7063,12/31/14,2014,FS,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,,,,A
7063,12/31/14,2014,INDL,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,755.8,0.96,732,A
7063,12/31/15,2015,FS,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,,,,A
7063,12/31/15,2015,INDL,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,750.3,0.74,558,A
7063,12/31/16,2016,FS,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,,,,A
7063,12/31/16,2016,INDL,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,737.8,1.02,762,A
7063,12/31/17,2017,INDL,C,D,STD,HST,44107P104,HOST HOTELS & RESORTS INC,USD,739.1,0.76,564,A
7065,12/31/13,2013,INDL,C,D,STD,MMC,571748102,MARSH & MCLENNAN COS,USD,546.76,2.42,1357,A
7065,12/31/14,2014,INDL,C,D,STD,MMC,571748102,MARSH & MCLENNAN COS,USD,540.142,2.61,1465,A
7065,12/31/15,2015,INDL,C,D,STD,MMC,571748102,MARSH & MCLENNAN COS,USD,521.898,2.98,1599,A
7065,12/31/16,2016,INDL,C,D,STD,MMC,571748102,MARSH & MCLENNAN COS,USD,514.491,3.38,1768,A
7065,12/31/17,2017,INDL,C,D,STD,MMC,571748102,MARSH & MCLENNAN COS,USD,509,2.87,1492,A
7085,12/31/13,2013,INDL,C,D,STD,MAS,574599106,MASCO CORP,USD,349.5,0.78,272,A
7085,12/31/14,2014,INDL,C,D,STD,MAS,574599106,MASCO CORP,USD,345,2.39,856,A
7085,12/31/15,2015,INDL,C,D,STD,MAS,574599106,MASCO CORP,USD,330.5,1.03,355,A
7085,12/31/16,2016,INDL,C,D,STD,MAS,574599106,MASCO CORP,USD,318,1.47,491,A
7085,12/31/17,2017,INDL,C,D,STD,MAS,574599106,MASCO CORP,USD,310.4,1.66,533,A
7116,12/31/13,2013,INDL,C,D,STD,MAT,577081102,MATTEL INC,USD,339.3,2.58,903.944,A
7116,12/31/14,2014,INDL,C,D,STD,MAT,577081102,MATTEL INC,USD,338.1,1.45,498.874,A
7116,12/31/15,2015,INDL,C,D,STD,MAT,577081102,MATTEL INC,USD,339.7,1.08,369.416,A
7116,12/31/16,2016,INDL,C,D,STD,MAT,577081102,MATTEL INC,USD,342.4,0.92,318.022,A
7116,12/31/17,2017,INDL,C,D,STD,MAT,577081102,MATTEL INC,USD,343.7,-3.07,-1053.8,A
7146,11/30/13,2013,INDL,C,D,STD,MKC,579780206,MCCORMICK & CO INC,USD,131.1,2.91,389,A
7146,11/30/14,2014,INDL,C,D,STD,MKC,579780206,MCCORMICK & CO INC,USD,128.4,3.34,437.9,A
7146,11/30/15,2015,INDL,C,D,STD,MKC,579780206,MCCORMICK & CO INC,USD,127.3,3.11,401.6,A
7146,11/30/16,2016,INDL,C,D,STD,MKC,579780206,MCCORMICK & CO INC,USD,125.3,3.69,472.3,A
7146,11/30/17,2017,INDL,C,D,STD,MKC,579780206,MCCORMICK & CO INC,USD,131,3.72,477.4,A
7154,12/31/13,2013,INDL,C,D,STD,MCD,580135101,MCDONALD'S CORP,USD,990.4,5.55,5585.9,A
7154,12/31/14,2014,INDL,C,D,STD,MCD,580135101,MCDONALD'S CORP,USD,962.9,4.82,4757.8,A
7154,12/31/15,2015,INDL,C,D,STD,MCD,580135101,MCDONALD'S CORP,USD,906.8,4.8,4529.3,A
7154,12/31/16,2016,INDL,C,D,STD,MCD,580135101,MCDONALD'S CORP,USD,819.3,5.44,4686.5,A
7171,3/31/14,2013,INDL,C,D,STD,MCK,58155Q103,MCKESSON CORP,USD,231,5.83,1263,A
7171,3/31/15,2014,INDL,C,D,STD,MCK,58155Q103,MCKESSON CORP,USD,232,7.54,1476,A
7171,3/31/16,2015,INDL,C,D,STD,MCK,58155Q103,MCKESSON CORP,USD,225,9.84,2258,A
7171,3/31/17,2016,INDL,C,D,STD,MCK,58155Q103,MCKESSON CORP,USD,211,23.28,5070,A
7228,4/30/14,2013,INDL,C,D,STD,MDT,G5960L103,MEDTRONIC PLC,USD,998.999,3.02,3065,A
7228,4/30/15,2014,INDL,C,D,STD,MDT,G5960L103,MEDTRONIC PLC,USD,1421.648,2.41,2675,A
7228,4/30/16,2015,INDL,C,D,STD,MDT,G5960L103,MEDTRONIC PLC,USD,1399.018,2.48,3538,A
7228,4/30/17,2016,INDL,C,D,STD,MDT,G5960L103,MEDTRONIC PLC,USD,1369.425,2.89,4028,A
7241,12/31/13,2013,INDL,C,D,STD,CVS,126650100,CVS HEALTH CORP,USD,1180,3.75,4592,A
7241,12/31/14,2014,INDL,C,D,STD,CVS,126650100,CVS HEALTH CORP,USD,1140,3.96,4644,A
7241,12/31/15,2015,INDL,C,D,STD,CVS,126650100,CVS HEALTH CORP,USD,1101,4.62,5237,A
7241,12/31/16,2016,INDL,C,D,STD,CVS,126650100,CVS HEALTH CORP,USD,1061,4.91,5317,A
7241,12/31/17,2017,INDL,C,D,STD,CVS,126650100,CVS HEALTH CORP,USD,1014,6.45,6622,A
7257,12/31/13,2013,INDL,C,D,STD,MRK,58933Y105,MERCK & CO,USD,2927.527,1.47,4404,A
7257,12/31/14,2014,INDL,C,D,STD,MRK,58933Y105,MERCK & CO,USD,2838.14,4.07,11920,A
7257,12/31/15,2015,INDL,C,D,STD,MRK,58933Y105,MERCK & CO,USD,2781.129,1.56,4442,A
7257,12/31/16,2016,INDL,C,D,STD,MRK,58933Y105,MERCK & CO,USD,2748.731,1.41,3920,A
7343,8/31/13,2013,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,1044.4,1.13,1190,A
7343,8/31/14,2014,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,1073,2.54,3045,A
7343,8/31/15,2015,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,1039,2.47,2899,A
7343,8/31/16,2016,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,1040,-0.27,-276,A
7343,8/31/17,2017,INDL,C,D,STD,MU,595112103,MICRON TECHNOLOGY INC,USD,1112,4.41,5089,A
